"Órgão UGE Código,""Órgão UGE Nome"",""Órgão UGE CNPJ"",""Órgão UGE - Poder Código"",""Órgão UGE - Poder Nome"",""Órgão UGE - Tipo Administração Código"",""Órgão UGE - Tipo Administração Nome"""
"74917,""FUNDO DE DESENVOLVIMENTO DA AMAZONIA"",""24349668000107"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"74918,""FUNDO DE DESENVOLVIMENTO DO NORDESTE"",""9263130000191"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"74919,""FUNDO DE DESENVOLVIMENTO DO CENTRO-OESTE"",""13802028000194"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"80000,""ENTIDADES EM EXTINC.,DISSOL.OU PRIV.L.8029/90"",""0"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"80201,""SUPERINTEND.DO DESENV.DA REGIAO CENTRO-OESTE"",""69609000117"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"80202,""SUPERINTENDENCIA DO DESENV.DA REGIAO SUL-EXT."",""92885151000192"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"80203,""DEPARTAMENTO NACIONAL DE OBRAS DE SANEAMENTO"",""33657271000173"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"80204,""INSTITUTO DO ACUCAR E DO ALCOOL"",""33686783000168"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"80208,""EMPRESA DE PORTOS DO BRASIL S/A-EM EXTINCAO"",""33640988000102"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"80210,""EMPRESA BRAS.DE ASSISTENCIA TEC.E EXT.RURAL"",""401976000176"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"81000,""MINIST. MULHER, FAMILIA E DIREITOS HUMANOS"",""27136980000100"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"81901,""FUNDO NACIONAL PARA A CRIANCA E O ADOLESCENTE"",""0"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"81902,""FUNDO NACIONAL DO IDOSO"",""0"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"82000,""MINISTERIO DA SEGURANCA PUBLICA"",""29971283000109"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"90000,""RESERVA DE CONTINGENCIA"",""0"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"91000,""ENTIDADES QUE UTILIZAM CONTA UNICA - TCT"",""0"",""0"",""PODER EXECUTIVO"",""15"",""EMPRESA PRIVADA"""
"91001,""GOVERNO DO DISTRITO FEDERAL - DAR"",""394684000153"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"91002,""PREFEITURA DE SAO LUIS - DAR"",""69567881000123"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"91010,""ESTATAIS DO MINISTERIO DA FAZENDA"",""0"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"91080,""ESTATAIS DO MINISTERIO DAS MINAS E ENERGIA"",""0"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"91081,""EMPRESAS DE ENERGIA"",""0"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"91082,""EMPRESAS DE TELECOMUNICACOES"",""0"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"91083,""CVRD - HOLDING"",""0"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"91084,""PETROBRAS - HOLDING"",""0"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"91090,""ESTATAIS DO MINISTERIO DOS TRANSPORTES"",""0"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"91100,""JUSTICAS ESTADUAIS - PROCESSOS JUDICIAIS"",""0"",""2"",""PODER JUDICIARIO"",""11"",""ADMINISTRACAO DIRETA ESTADUAL"""
"91214,""AUTORIDADE PUBLICA OLIMPICA"",""14039541000138"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"91700,""ORGANISMOS INTERNACIONAIS"",""0"",""0"",""PODER EXECUTIVO"",""15"",""EMPRESA PRIVADA"""
"91800,""ORGANIZACOES SOCIAIS"",""0"",""0"",""PODER EXECUTIVO"",""15"",""EMPRESA PRIVADA"""
"91900,""EMPRESA PRIVADA"",""0"",""0"",""PODER EXECUTIVO"",""15"",""EMPRESA PRIVADA"""
"92001,""MUNICIPIO DE GOIANESIA"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"93000,""REGIAO NORTE"",""0"",""0"",""PODER EXECUTIVO"",""11"",""ADMINISTRACAO DIRETA ESTADUAL"""
"93120,""ESTADO DO ACRE"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"93220,""ESTADO DO AMAPA"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"93320,""ESTADO DO AMAZONAS"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"93420,""ESTADO DO PARA"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"93520,""ESTADO DE RONDONIA"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"93620,""ESTADO DE RORAIMA"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"93720,""ESTADO DE TOCANTINS"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"94000,""REGIAO NORDESTE"",""0"",""0"",""PODER EXECUTIVO"",""11"",""ADMINISTRACAO DIRETA ESTADUAL"""
"94120,""ESTADO DO MARANHAO"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"94220,""ESTADO DO PIAUI"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"94320,""ESTADO DO CEARA"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"94420,""ESTADO DO RIO GRANDE DO NORTE"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"94520,""ESTADO DA PARAIBA"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"94620,""ESTADO DE PERNAMBUCO"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"94720,""ESTADO DAS ALAGOAS"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"94820,""ESTADO DE SERGIPE"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"94920,""ESTADO DA BAHIA"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"95000,""REGIAO SUDESTE"",""0"",""0"",""PODER EXECUTIVO"",""11"",""ADMINISTRACAO DIRETA ESTADUAL"""
"95120,""ESTADO DE MINAS GERAIS"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"95220,""ESTADO DO ESPIRITO SANTO"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"95320,""ESTADO DO RIO DE JANEIRO"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"95420,""ESTADO DE SAO PAULO"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"96000,""REGIAO SUL"",""0"",""0"",""PODER EXECUTIVO"",""11"",""ADMINISTRACAO DIRETA ESTADUAL"""
"96120,""ESTADO DO PARANA"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"96220,""ESTADO DE SANTA CATARINA"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"96320,""ESTADO DO RIO GRANDE DO SUL"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"97000,""REGIAO CENTRO-OESTE"",""0"",""0"",""PODER EXECUTIVO"",""11"",""ADMINISTRACAO DIRETA ESTADUAL"""
"97120,""ESTADO DO MATO GROSSO DO SUL"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"97220,""ESTADO DO MATO GROSSO"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"97320,""ESTADO DE GOIAS"",""0"",""0"",""PODER EXECUTIVO"",""12"",""ADMINISTRACAO DIRETA MUNICIPAL"""
"97400,""DISTRITO FEDERAL"",""0"",""0"",""PODER EXECUTIVO"",""11"",""ADMINISTRACAO DIRETA ESTADUAL"""
"99900,""REPUBLICA FEDERATIVA DO BRASIL"",""0"",""0"",""PODER EXECUTIVO"",""11"",""ADMINISTRACAO DIRETA ESTADUAL"""
